헨리_5세	헨리_6세	successor	랭커스터 왕가의 헨리 4세는 그의 아들이었고,  << _sbj_ >> ,  << _obj_ >> , 에드워드 랭커스터는 각각 그의 손자, 증손, 고손이 된다.
헨리_5세	헨리_6세	successor	  << _sbj_ >> 가 사망한 뒤 그의 왕비였던 발루아의 캐서린이 오웬 튜더와 재혼하여 낳은 아들이었던 에드먼드 튜더는  << _obj_ >> 의 씨다른 동생이다.
헨리_5세	헨리_6세	successor	 에드워드 웨스트민스터는 존 오브 곤트-헨리 4세- << _sbj_ >> - << _obj_ >> -에드워드 웨스트민스터로 이어졌고, 앤 네빌은 존 오브 곤트-딸 조앤 뷰포트-리처드 네빌-리처드 네빌 2세-앤 네빌로, 서로 증대고모의 증손녀딸이자 증외종증조부의 증손자로서 서로 8촌간이 된다.
헨리_5세	헨리_6세	successor	옛 웨일스 공의 후예였지만 하급 귀족으로 전락한 오언 튜더와  << _sbj_ >> 의 과부였던 발루아의 캐서린이 결혼함에 따라, 두 사람 사이에 태어난 아이들은 일약  << _obj_ >> 의 이부동복 동생이 됨과 동시에 발루아 왕가의 혈통을 이어받게 됨으로써 상급 귀족의 일원이 되었다.
주간_영_선데이	일본	country	《소라닌》은  << _obj_ >> 의 청년 만화잡지 《 << _sbj_ >> 》에 2005년에서 2006년까지 연재된, 아사노 이니오의 청년만화 작품이다.
FIFA_클럽_월드컵_2007	AC_밀란	team	 이후 2006년 FIFA 월드컵에서 잉글랜드와 파라과이, 코트디부아르와 세르비아 몬테네그로의 조별 예선 두 경기의 주심을 맡았으며,  << _sbj_ >> 에서 세파한 FC과 와이타케레 유나이티드의 플레이오프 경기, 보카 주니어스와  << _obj_ >> 의 결승전 경기의 주심을 맡았다.
하우_투_루즈_프렌즈	커스틴_던스트	starring	 같은 해 6월 제프 브리지스, 사이먼 페그,  << _obj_ >> 와 함께 《 << _sbj_ >> 》에 소피 매스 역으로 출연 했으나, 박스오피스 흥행 실패로 끝났다.
발테르_야콥손	핀란드	country	 1910년 세계 피겨 스케이팅 선수권 대회에서  << _obj_ >>  출신의 파트너  << _sbj_ >> 과 함께 페어 부문에서 2위에 올랐다.
한국_광복군	대한민국_임시_정부	country	 1919년 3·1 운동을 기점으로 구성된  << _obj_ >> 는 이후 중일 전쟁 동안 중국 국민당과 연합하여 독립운동을 통한 방식으로 대일항쟁을 시작하는 한편, 진주만 공격이 있었던 1941년에는  << _sbj_ >> 을 창설해 추축국인 일본 제국과 나치 독일에 선전포고하고 1944년에는 버마 전선에서 영국군의 요청으로 임팔 전투에 광복군 요원을 투입하여 전쟁에 참여한다.
이토이_요시오	오릭스_버펄로스	team	1월 25일 팀동료인  << _sbj_ >> 와 함께 기사누키 히로시, 아카다 쇼고, 오비키 게이지를 상대로  << _obj_ >> 에 트레이드 되어 이적했다.
체이싱_아미	케빈_스미스	starring	 그는 이후 성년 코미디 《멍하고 혼돈스러운》와  << _obj_ >>  감독의 《몰래츠》, 《 << _sbj_ >> 》와 《도그마 》를 포함한 여러 영화에 출연하였다.
체이싱_아미	케빈_스미스	starring	 그는 협박하는 연기를 한 코미디 《몰래츠》에서 각본가 겸 감독인  << _obj_ >> 와 촬영하는 동안 친구가 되었고, 스미스의 로맨틱 코미디 《 << _sbj_ >> 》에서 애플렉은 주연을 맡았다.
체이싱_아미	케빈_스미스	starring	 그는  << _obj_ >>  감독의 《 << _sbj_ >> 》에서 만화가를 연기해 예술적인 성공을 하였고, 맷 데이먼과 함께 각본을 쓴 드라마 영화 《굿 윌 헌팅》으로 아카데미 각본상과 골든 글로브 각본상을 수상하였다.
체이싱_아미	케빈_스미스	director	 그는 이후 성년 코미디 《멍하고 혼돈스러운》와  << _obj_ >>  감독의 《몰래츠》, 《 << _sbj_ >> 》와 《도그마 》를 포함한 여러 영화에 출연하였다.
체이싱_아미	케빈_스미스	director	 그는 협박하는 연기를 한 코미디 《몰래츠》에서 각본가 겸 감독인  << _obj_ >> 와 촬영하는 동안 친구가 되었고, 스미스의 로맨틱 코미디 《 << _sbj_ >> 》에서 애플렉은 주연을 맡았다.
체이싱_아미	케빈_스미스	director	 그는  << _obj_ >>  감독의 《 << _sbj_ >> 》에서 만화가를 연기해 예술적인 성공을 하였고, 맷 데이먼과 함께 각본을 쓴 드라마 영화 《굿 윌 헌팅》으로 아카데미 각본상과 골든 글로브 각본상을 수상하였다.
멍하고_혼돈스러운	리처드_링클레이터	director	 이 기간동안 애플렉이 가장 주목할만한 작품으로는  << _obj_ >>  감독의 컬트 클래식 《 << _sbj_ >> 》으로 이 영화에서 불량학생으로 출연하였다.
그는_당신에게_반하지_않았다_(영화)	제니퍼_애니스턴	starring	 앙상블 로맨틱 코미디 《 << _sbj_ >> 》에서 애플렉은  << _obj_ >> 과 연인 사이를 연기하였고, 영화는 주로 평이 갈렸지만, 전세계 흥행 수입은 1억 6,500만 달러로 흥행하였다.
리추_천황	한제이_천황	successor	 어머니는 가쓰라기노 소쓰히코의 딸인 이와노히메노미코토이며,  << _sbj_ >> ,  << _obj_ >> 의 친동생이다.
히카르두_페레이라	포르투갈_축구_국가대표팀	team	 그리고  << _obj_ >> 과의 8강전 승부차기에서 잉글랜드의 첫 번째 키커로 나섰지만 상대 골키퍼  << _sbj_ >> 에 막혔다.
무단_강	중국	country	징푸 호는  << _obj_ >>  헤이룽장 성 닝안 시의 완다 산맥에 있는  << _sbj_ >>  상류에 위치한 호수이다.
레흐_카친스키	브로니스와프_코모로프스키	successor	  << _obj_ >>  하원의장은 8개월 뒤에 대선에 출마하여, 4년 재선을 노리는  << _sbj_ >>  대통령과 경쟁할 예정이었다.
고토바_천황	쓰치미카도_천황	successor	어릴 때부터 재기가 풍부해, 1200년 4월에 황태자가 되었고 1210년 11월,  << _sbj_ >> 의 강한 의향에 의해  << _obj_ >> 의 양위를 받아 즉위하였다.
대부_2	프랜시스_포드_코폴라	director	조니 올라 는  << _obj_ >>  감독이 제작한 《 << _sbj_ >> 》에 등장하는 인물 중 하나로 하이먼 로스의 심복으로 등장한다.
로스트	테리_오퀸	starring	조너선 "존" 로크 John Locke 는 미국의 방송국 ABC 의 텔레비전 드라마 시리즈  << _sbj_ >> 의 등장인물로  << _obj_ >> 이 연기를 맡았다.
아니에르쉬르센	프랑스	country	 1900년 8월 11일부터 19일까지  << _obj_ >>  파리  북서쪽 교외에 있는  << _sbj_ >> 을 흐르는 센 강에서 진행되었다.
우크라이나_프리미어리그	우크라이나	country	안드리 올렉시요비치 보로베이  는  << _obj_ >> 의 축구 선수로, 포지션은 공격수이며,  << _sbj_ >> 의 FC 아르세날 키예프  소속이다.
유대인_자치주	러시아	country	비로비잔는  << _obj_ >>   << _sbj_ >> 의 주청 소재지이며, 비로비잔스키 군과 행정적으로는 분리되어 있으나 그 군청이 소재한다.
다카하라_나오히로	아인트라흐트_프랑크푸르트	team	 이전 함부르크 SV,  << _obj_ >>  등 독일에서 활약하던  << _sbj_ >> 가 현재 가가와의 에이전트를 맡고 있는 토마스 크로트에게 "가가와 신지라는 좋은 선수가 있다" 라는 조언을 하는 것이 계기로, 도르트문트 행을 주도하고 있었다.
기아_카스타	기아_카렌스	successor	 전라북도 군산시 소룡동에서 생산됐으며, 당시 경쟁 차종으로는  << _sbj_ >> ,  << _obj_ >> , 현대 싼타모 등이 있었으며, 2000년에 대한민국 자동차 판매 순위 5위를 기록하였다.
오현택	두산_베어스	team	 시즌 후반기에 대주자나 대타로 나가면서 팀 득점에 도움을 줬고, 9월 24일  << _obj_ >>  투수  << _sbj_ >> 에게 번트로 프로 데뷔 첫 안타를 기록했다.
조평호	NC_다이노스	team	 2011년 11월 22일 2012년 KBO 리그 2차 드래프트에서  << _obj_ >> 에 지명되어 팀 동료  << _sbj_ >> 와 함께 NC 다이노스로 이적하게 된다.
덜루스_(조지아_주)	미국	country	존스크릭은  << _obj_ >>  조지아 주에 있는 도시이다<a href="http%3A//www.johnscreekga.gov"></a>. 인구의 급격한 증가에 따라  << _sbj_ >> , 알파레타 , 스와니  시의 경계 지역이 2006년 12월 새로운 시로 분리되었으며, 이름은 이 지역을 지나는 작은 강의 이름에서 유래하였다.
라이온_킹	네이선_레인	starring	 예를 들어  << _sbj_ >> 은 초호화 캐스팅으로 손꼽히는 작품 중 하나로,영화배우 매슈 브로더릭, 제러미 아이언스, 코믹배우 << _obj_ >> 등이 등장한다.
제임스_콜린스	애스턴_빌라_FC	team	 그는 11월 21일, 2-0으로 이긴  << _obj_ >> 와의 경기에서 토트넘 이적 후 4호, 5호골을 연달아 기록했는데, 첫 골은 머리를 넘겨 찬 골이었고, 두 번째 골은  << _sbj_ >>  애스턴 빌라 수비수의 실책을 처리한 것이었다.
매그놀리아_(영화)	톰_크루즈	starring	《 << _sbj_ >> 》 ,  << _obj_ >>  캐릭터가 버클리를 졸업했다고 거짓말을 한다.
당_경종	당_문종	successor	  << _sbj_ >> ,  << _obj_ >> 의 이복 동생이었다.
황금마차	임지은	starring	2002년 엄지원은 5월 개봉한 영화 《오버 더 레인보우 》에 작은 역할인 장진영의 직장 동료 김은송 역으로 출연한 후, 같은 해 7월부터 방송된 MBC 아침드라마 《 << _sbj_ >> 》에  << _obj_ >> 과 함께 주연으로 캐스팅되어 이복 언니인 임지은이 낳은 아들을 키우는 마음씨 착한 동생 황순정을 연기하며 처음으로 주요 배역을 맡게 되었다.
주홍글씨_(2004년_영화)	한석규	starring	이듬해인 2004년 엄지원은 SBS 드라마 《폭풍 속으로 》, 《매직 》에 출연했고, 10월 개봉한 영화 《 << _sbj_ >> 》에  << _obj_ >> , 이은주, 성현아와 같이 캐스팅되어 한석규의 아내인 첼리스트 한수현을 연기했다.
페스티발_(영화)	백진희	starring	 《스카우트 》 이후 다시 임창정과 같이 캐스팅되어 출연한 로맨틱 코미디 《불량남녀》에는 카드사 채권팀 직원 김무령으로 출연했고, 성을 소재로 한 코미디 《 << _sbj_ >> 》에는 신하균 , 심혜진, 성동일, 류승범,  << _obj_ >> , 오달수와 같이 캐스팅되어 신하균의 애인인 영어학원 강사 지수 역으로 출연했다.
정무문_(1972년_영화)	나유	director	《당산대형》과 《 << _sbj_ >> 》을 연달아 성공시킨  << _obj_ >>  감독과 결별한 뒤 이소룡이 직접 감독한 첫 작품이다.
오히라_마사요시	스즈키_젠코	successor	 1976년부터 1977년까지 후쿠다 다케오 내각의 후생장관, 1978년부터 1979년까지 제1차  << _sbj_ >>  내각의 농림수산대신, 1980년부터 1982년까지  << _obj_ >>  내각 및 개조 내각의 재무대신, 1985년부터 1986년까지 제2차 나카소네 야스히로 내각 제2차 개조 내각의 통산대신을 지냈다.
타이완_직업봉구_대연맹	중화민국	country	타이베이 타이양은  << _obj_ >> 에서 1997년부터 2002년까지  << _sbj_ >> 에 있었던 타이베이 시를 연고지로 한 팀이다.
와카쓰키_레이지로	다나카_기이치	successor	 행정법 전문가로 활약하며, 위생국장, 지방국장 등을 지냈으며, 1928년 내무차관이 되어,  << _obj_ >>  내각, 제2차  << _sbj_ >>  내각의 차관을 맡은 뒤, 1931년 귀족원 칙선 의원이 되었다.
세대공감_토요일	임백천	starring	본인의 선거운동 경력이 있었던 방송인  << _obj_ >> 을 2013년 4월 13일부터 KBS 2TV  << _sbj_ >>  새 MC로 발탁시켜 논란이 있었다.
아리랑_(1954년_영화)	이강천	director	《 << _sbj_ >> 》- 1954년 제작된  << _obj_ >>  감독의 영화
이터널_선샤인	짐_캐리	starring	이후  << _obj_ >> 와 함께 출연한 2004년 영화 《 << _sbj_ >>  》으로 제77회 아카데미 여우주연상에 지명되었다.
최운해	최윤덕	child	 인물로는 조선 초기의 장군인  << _sbj_ >> , 세종 때 4군을 개척하고 세종묘에 배향된  << _obj_ >> , 선조 때의 명문장가인 최립이 있다.
김성남_(축구인)	FC_서울	team	 친형은 전 울산 현대 감독인 김정남 이고 쌍둥이 동생  << _sbj_ >> 은  << _obj_ >> 의 2군 감독이다.
정_때문에	하희라	starring	한편, 스타급 캐스팅이 실패하는 바람에 정혜영을 주역으로 내세웠으며 정혜영은 <백조의 호수>에 앞서 출연한 일일극이면서 1998년 3월 종영된 KBS 1TV 일일극  << _sbj_ >>  이후 한동안 출산과 육아에 전념해 온 톱스타  << _obj_ >> 의 컴백작인 KBS 1TV 당신 옆이 좋아에서는 주인공 하희라의 여동생으로 나온 바 있었는데 이 작품은 <백조의 호수> 전작이면서 줄곧 조연급에 머물렀던 장서희를 주역으로 내세운 MBC 인어 아가씨 때문에 시청률 참패를 당했다.
에르난_크레스포	SS_라치오	team	 1999년, 시메오네는 스벤예란 에릭손의  << _obj_ >> 로 이적하며 동료 아르헨티나인들인 네스토르 센시니, 마티아스 알메이다,  << _sbj_ >> , 그리고 후안 세바스티안 베론과 합류하였다.
후안_세바스티안_베론	SS_라치오	team	 1999년, 시메오네는 스벤예란 에릭손의  << _obj_ >> 로 이적하며 동료 아르헨티나인들인 네스토르 센시니, 마티아스 알메이다, 에르난 크레스포, 그리고  << _sbj_ >> 과 합류하였다.
UEFA_유로파리그_2011-12	아틀레틱_빌바오	team	 2012년 5월 9일, 시메오네의 아틀레티코 마드리드는  << _obj_ >> 와의  << _sbj_ >>  결승전에서 3-0으로 이기며 우승을 차지하였다.
행복을_팝니다	김혜자	starring	 그 외에 김수현 작품에 단골 출연한 배우들로 《새엄마》, 《후회합니다》, 《 << _sbj_ >> 》, 《사랑의 굴레》, 《모래성 》, 《사랑이 뭐길래》, 《엄마가 뿔났다》 등 35년간 16번이나 호흡을 맞춘  << _obj_ >> 와, 《완전한 사랑》, 《부모님 전상서》, 《내 남자의 여자》 등 연거푸 김수현 작품에 출연한 김희애를 필두로, 이순재, 윤다훈, 정혜선, 강부자, 나문희, 전양자, 김영애 , 김해숙, 장미희, 임예진, 견미리, 하유미, 김나운 등이 있다.
엄마가_뿔났다	이순재	starring	 그 외에 김수현 작품에 단골 출연한 배우들로 《새엄마》, 《후회합니다》, 《행복을 팝니다》, 《사랑의 굴레》, 《모래성 》, 《사랑이 뭐길래》, 《 << _sbj_ >> 》 등 35년간 16번이나 호흡을 맞춘 김혜자와, 《완전한 사랑》, 《부모님 전상서》, 《내 남자의 여자》 등 연거푸 김수현 작품에 출연한 김희애를 필두로,  << _obj_ >> , 윤다훈, 정혜선, 강부자, 나문희, 전양자, 김영애 , 김해숙, 장미희, 임예진, 견미리, 하유미, 김나운 등이 있다.
내_남자의_여자	김희애	starring	 그 외에 김수현 작품에 단골 출연한 배우들로 《새엄마》, 《후회합니다》, 《행복을 팝니다》, 《사랑의 굴레》, 《모래성 》, 《사랑이 뭐길래》, 《엄마가 뿔났다》 등 35년간 16번이나 호흡을 맞춘 김혜자와, 《완전한 사랑》, 《부모님 전상서》, 《 << _sbj_ >> 》 등 연거푸 김수현 작품에 출연한  << _obj_ >> 를 필두로, 이순재, 윤다훈, 정혜선, 강부자, 나문희, 전양자, 김영애 , 김해숙, 장미희, 임예진, 견미리, 하유미, 김나운 등이 있다.
신의손	성남_FC	team	 설상가상으로 K리그 외국인 골키퍼 제한 조치로 인해 일화의 전설적인 골키퍼  << _sbj_ >> 의 출전도 점점 줄어들게 되어  << _obj_ >> 의 성적은 바닥으로 떨어질 수 밖에 없었다.
노르보텐	스웨덴	country	  << _obj_ >> 의  << _sbj_ >> 에서 가깝다.
아포칼립토	멜_깁슨	director	유카텍어는 영화배우 및 감독인  << _obj_ >> 이 감독 및 제작한  << _sbj_ >> 라는 영화의 대사로 쓰였다.
킬케니_주	아일랜드	country	킬케니는  << _obj_ >>  남부 내륙의  << _sbj_ >> 의 주도로 면적은 3.74㎢며 인구는 22,179명이다.
워터퍼드_주	아일랜드	country	워터퍼드는  << _obj_ >>  남부의  << _sbj_ >> 의 주도로 면적은 41.58㎢고 인구는 2006년기준 49,240명이다.
김익겸	김만중	child	 인경왕후의 조부이자 병자호란 때의 순절신  << _sbj_ >> 은 그의 형이며, 인경왕후의 친정아버지인 김만기 와 구운몽, 사씨남정기의 저자  << _obj_ >>  형제들은 그의 조카였다.
넬스프루이트	남아프리카_공화국	country	음푸말랑가 주는  << _obj_ >>  동부에 위치한 주로, 주도는  << _sbj_ >> 이다.
이스트앵글리아_대학교	영국	country	기후연구소 전자우편 논란 혹은 기후게이트는 2009년 11월  << _obj_ >>  잉글랜드 노르위치에 위치한  << _sbj_ >> 의 이스트앵글리아 기후연구소 컴퓨터 서버에 해킹으로 추정되는 비공식적인 누출로 인한 문서의 공개로 인한 파문을 일컫는다.
청사_(영화)	서극	director	 이 탑은 중국의 영화 감독인  << _obj_ >> 의 영화  << _sbj_ >> 의 소재 백사전의 전설이 깃든 것으로 널리 알려져 있다.
UEFA_챔피언스리그_2003-04	AS_모나코_FC	team	 여기에서 FC 포르투와  << _obj_ >> 간의  << _sbj_ >> 이 벌어졌고, FC 포르투가 AS 모나코 FC를 3-0으로 꺾고 두 번째 유러피언 컵을 들어올렸다.
젤랄_바야르	아드난_멘데레스	successor	 1950년에 이뇌뉘의 정당은 터키 역사상 첫 자유 선거에서 패배하였으며, 이뇌뉘는  << _sbj_ >> 와  << _obj_ >> 의 민주당 에 평화적으로 정권을 이양하였다.
로보캅	폴_버호벤	director	다음엔 1987년 《 << _sbj_ >> 》으로 헐리웃에서도 명성을 쌓은 네덜란드인  << _obj_ >> 을 영화 감독으로 기용하였다.
벨루노_현	이탈리아	country	코르티나담페초는  << _obj_ >>  북부의 베네토 주  << _sbj_ >> 에 있는 휴양도시이다.
윤소종	윤회_(조선)	child	 인물로는  << _sbj_ >> ,  << _obj_ >> , 윤자운 등이 있다.
타주라	지부티	country	타주라 주는  << _obj_ >>  중북부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 7,100㎢, 인구는 96,830명, 인구 밀도는 14명/㎢이다.
행복의_노란_손수건	야마다_요지	director	 또한 나중에 피트 헤밀의 이야기를 바탕으로 1977년  << _obj_ >> 가 《 << _sbj_ >> 》 이라는 영화를 만들었다.
메멘토_(2000년_영화)	크리스토퍼_놀런	director	《 << _sbj_ >> 》,  << _obj_ >>  감독의 영화, 2000년 작.
아사브	에리트레아	country	홍해 남부 주 또는 데부바위케이바리 주는  << _obj_ >>  동남부와 홍해 연안에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 27,600km², 인구는 203,618명이다.
마쭈_열도	중화민국	country	금마장은 중국 근해에 위치해 있지만  << _obj_ >> 의 영토인 두 섬 진먼 현와  << _sbj_ >> 의 첫 글자를 따서 이름을 지은 영화제로, 장제스의 국민정부 치하 중화민국의 반공의지가 스며있다.
드네프르_강	러시아	country	스몰렌스크는  << _obj_ >> 의 도시로,  << _sbj_ >> 에 면해 있다.
FIFA_클럽_월드컵_2009	포항_스틸러스	team	그는 UEFA 유로 2008에서 스위스와 체코의 개막전 경기, 그리스와 러시아의 조별 예선 경기, 크로아티아와 터키의 8강전 경기, 독일과 스페인의 결승전 경기의 주심을 맡았으며,  << _sbj_ >> 에서  << _obj_ >> 와 에스투디안테스 라 플라타의 준결승전 경기의 주심을 맡았다.
청춘의_덫_(1999년_드라마)	유호정	starring	송화 역으로 나온  << _obj_ >> 은 <송화>의 전작인 만남  캐스팅 물망에 올랐는데 당시 SBS  << _sbj_ >>  출연 도중 유산의 아픔을 겪었던 유호정은 이런 이유로 만남  출연 제의를 고민하자 이 드라마의 제작진은 유호정의 남편인 이재룡에게 유호정 출연을 설득해 달라고 했지만 본인이 끝내 거절해 버리는 바람에 제작진은 이재룡한테 남자 주인공 역을 제안했으며 결국 이재룡은 출연을 선택했다.
쁘라쭈압키리칸_주	타이	country	후아힌은  << _obj_ >>  서부  << _sbj_ >> 에서 가장 큰 도시로 후아힌 군의 행정 중심지이다.
카림_벤제마	올랭피크_리옹	team	2009년 7월 7일  << _sbj_ >> 를 레알 마드리드 CF에 판  << _obj_ >> 이 그를 2,400만 유로의 가격에 사들였다.
권중현	권태환	child	 대한제국 관료 권재형과 아들 권창현은 을사조약의 비난 때문에 각각  << _sbj_ >> ,  << _obj_ >> 으로 개명하였다.
권중현	권태환	successor	 대한제국 관료 권재형과 아들 권창현은 을사조약의 비난 때문에 각각  << _sbj_ >> ,  << _obj_ >> 으로 개명하였다.
후한_장제	후한_화제	successor	 그러나 그의 넷째 동생이자  << _sbj_ >> 의 서자인  << _obj_ >> 가 황위를 계승하였다.
케나_(도시)	이집트	country	케나 주는  << _obj_ >>  중남부 나일 강에 있는 주로, 주도는  << _sbj_ >> 이다.
메르사마트루	이집트	country	마트루 주는  << _obj_ >>  북서부에서 리비아와 국경을 접하는 주로, 주도는  << _sbj_ >> 이다.
분신사바	최정윤	starring	서은주 역의  << _obj_ >> 은 99년 KBS 1TV 사람의 집 이후 7년 만에 일일극 출연을 했는데, 사실 이 작품 이후 2004년 KBS 1TV 금쪽같은 내새끼의 송지혜 역으로 낙점됐지만 영화  << _sbj_ >>  촬영 스케줄과 겹쳐 고사한 바 있었다.
파이윰	이집트	country	파이윰 주는  << _obj_ >>  나일강 서쪽에 있는 주로, 주도는  << _sbj_ >> 이다.
다케시타_노보루	일본	country	 또 오자와 이치로 등과 함께 1990년대의  << _obj_ >>  정계를 대표하는 정치가의 한 사람이며, 자민당내  << _sbj_ >> 파를 이끌었다.
이오지마에서_온_편지	니노미야_카즈나리	starring	또한  << _obj_ >> 가 영화 《 << _sbj_ >> 》에 출연했을 때, 베를린 국제 영화제에서는 참석을 하였지만, 미국 아카데미상 시상식에서는 참석 사퇴를 신청하였다.
핀란드_만	에스토니아	country	 서남쪽은 발트 해 남쪽은  << _sbj_ >> 을 통해  << _obj_ >> 와 가깝다.
겐조_천황	닌켄_천황	successor	권 제15 - 세이네이 천황,  << _sbj_ >> ,  << _obj_ >> 
옥이_이모	성준기	director	도둑의 딸은 SBS에서 2000년 5월 29일부터 2000년 9월 26일까지 방영되었던 드라마인데 은실이 이후 이어진 월화드라마의 슬럼프를 만회하기 위해 이 작품의 담당 PD  << _obj_ >> 씨를 연출자, 성준기 PD와 함께  << _sbj_ >> 란 드라마에서 호흡을 맞춘 김운경 작가를 집필자로 내세웠다.
남자_만들기	오현경_(1970년)	starring	이와 함께, 1995년 10월 7일 방영분에서 특정 레스토랑의 간판을 노출해 해당업소에 광고효과를 줬다는 이유로 방송위원회로부터 경고 조치를 받았고 비정상적인 내용 전개로 비난을 샀으며 박부희 역으로 나온  << _obj_ >> 을 KBS 2TV 수목 미니시리즈  << _sbj_ >> 와 겹치기 출연시켜 또다시 비판을 받았다.
오남매	이덕화	starring	최영혜 역의 이상아가 출연한 드라마 중의 하나인 SBS  << _sbj_ >> 의 담당 PD 곽영범씨는 자사 드라마 이웃집 여자의 연출자로 낙점되었으나 똑같은 사건에 연루된  << _obj_ >> 를 캐스팅했다는 사실이 알려지자 <그래도 사랑해>의 담당 PD 허웅씨로 연출자를 교체했다.
엄마의_깃발	김세윤	starring	한편, 오연수가 <만강> 후반부 당시에 이 작품과 겹치기 출연한 SBS  << _sbj_ >>  담당 PD 성준기씨는 <만강>에서 이만강 역으로 나온 임호 의 고등학교 선배인데 엄마의 깃발 출연진에 속했던  << _obj_ >>  조민기는 <만강> 담당 연출자 김재순 (연출자 PD의 고등학교 후배인 김국진이 주인공으로 나온 MBC 드라마 반달곰 내 사랑 출연진이었다.
세네갈_강	모리타니	country	  << _sbj_ >>  유역의 세네갈 북쪽과  << _obj_ >> , 말리, 기니에 주로 거주하고 있다.
요르요스_1세	콘스탄티노스_1세	child	 1913년 스파르타의 공작이 되고, 그해 그의 할아버지  << _sbj_ >> 가 암살되고 아버지  << _obj_ >> 가 즉위하자 그는 황태자가 되었다.
요르요스_1세	콘스탄티노스_1세	successor	 1913년 스파르타의 공작이 되고, 그해 그의 할아버지  << _sbj_ >> 가 암살되고 아버지  << _obj_ >> 가 즉위하자 그는 황태자가 되었다.
내_사랑_내_곁에_(영화)	박진표	director	《 << _sbj_ >> 》는  << _obj_ >>  감독, 하지원, 김명민 주연의 영화이다.
메르신_주	터키	country	메르신은  << _obj_ >>   << _sbj_ >> 의 주도다.
베르셰바	이스라엘	country	네게브의 벤-구리온 대학교 는 1969년에 세워졌으며,  << _obj_ >> ,  << _sbj_ >> 에 있다.
실리아나_주	튀니지	country	마크타르는  << _obj_ >> 의  << _sbj_ >> 에 있는 도시이다.
더_퀴즈_쇼	사쿠라이_쇼	starring	2009년 5월 27일 발매한 이 싱글은, 〈明日の記憶〉은 아라시의 멤버  << _obj_ >>  주연의 드라마 《 << _sbj_ >> 》의 엔딩곡으로 사용되었으며, 〈〉는 일본 화장품 KOSE 에스프리크 화장품 라인의 TV-CM 곡으로 사용되었다.
똥파리_(영화)	양익준	starring	《 << _sbj_ >> 》의  << _obj_ >>  감독, 배우 김꽃비
똥파리_(영화)	양익준	director	《 << _sbj_ >> 》의  << _obj_ >>  감독, 배우 김꽃비
올드_미스_다이어리	예지원	starring	《귀여워》, 《 << _sbj_ >> 》의 배우  << _obj_ >>
페드로_라스쿠라인	빅토리아노_우에르타	successor	마데로는 같은 날 대통령직을 사임하고  << _sbj_ >> 이 아주 짧게 대통령직을 수행하고  << _obj_ >> 가 새 대통령이 되었으나 2월 22일 결국 우에르타 정부의 명령으로 자신의 경호원에게 부통령 호세 마리아 피노 레즈와 함께 형장의 이슬로 사라졌다.
명간군	조선민주주의인민공화국	country	룡반역은  << _obj_ >>  함경북도  << _sbj_ >>  룡반로동자구에 위치한 평라선의 철도역이다.
둔황_시	중화인민공화국	country	둔황공항은  << _obj_ >>  간쑤 성  << _sbj_ >> 에 있는 공항이다.
프랭크_시나트라	낸시_시나트라	child	 윌리엄스는  << _sbj_ >> 와  << _obj_ >> 의 곡 〈Somethin' Stupid〉를 니콜 키드먼과 듀엣으로 불렀고, 이것이 영국에서 그의 5번째 1위 싱글곡이 되었다.
조용한_가족	김지운_(영화_감독)	director	 1998년에는 문소리와 함께 단편 영화 《사랑의 힘》에 출연했고, 같은 해  << _obj_ >>  감독의 코미디, 범죄 영화 《 << _sbj_ >> 》에서 영민 역으로 출연했다.
이와세_히토키	주니치_드래건스	team	 2006년 10월 1일 현대 유니콘스전에서 47세이브를 기록, 일본 프로 야구 센트럴 리그 한신 타이거스 소속 후지카와 규지와  << _obj_ >>  소속  << _sbj_ >> 가 공동으로 가지고 있던 아시아 통산 최다 세이브 기록인 46세이브를 경신하였다.
다카하시_고레키요	사이토_마코토	successor	 1936년 2월 26일 육군 하급 장교 22명이 제1사단 휘하 3개 연대와 근위보병연대의 무장 병사들 1,400명을 이끌고 도쿄에서 반란을 일으켜  << _obj_ >>  내대신,  << _sbj_ >>  대장대신, 와타나베 조타로 교육총감을 살해하는 2·26 사건이 일어났다.
박천군	조선민주주의인민공화국	country	청천강역은  << _obj_ >>  평안북도  << _sbj_ >> 에 위치한 평의선의 철도역이다.
애슐리_콜	첼시_FC	team	 전 소속팀  << _obj_ >>  시절에는 같은 포지션의  << _sbj_ >> 에게 밀려 주로 후보 선수로 뛰었지만 맨체스터 시티 FC로 팀을 옮기고 나서는 주전 자리를 확보하였다.
프린세스_다이어리_2	앤_해서웨이	starring	 2004년 단편 영화 "Why Germany?"에 출연하였으며, 8월에 개봉한 《 << _sbj_ >> 》에서는  << _obj_ >> 의 상대 역인 니콜라스 역으로 출연하였다.
행운을_돌려줘	린제이_로한	starring	 또한 로맨틱 코미디인 영화  << _sbj_ >> 에서  << _obj_ >> 이 연기한 애쉴리 올브라이트의 상대 역인 제이크 하딘을 연기하였다.
김동찬	경남_FC	team	 그리고 MVP는 포항 스틸러스의 최효진 이, 득점상은 앞서 얘기했듯이 3골을 넣은  << _obj_ >> 의  << _sbj_ >> 이 받았다.
